"IDIngredienteReceta";"IDReceta";"IDIngrediente";"Cantidad";"IDUnidad";"Observación"
4272;523;28;1,00;7;"Exprimido"
4273;523;107;1,00;2;"Picado"
4274;523;99;1,00;7;"Mediana, en rodajas finas"
4275;523;94;120,00;9;"Seco"
4276;523;35;120,00;3;
4277;523;1;1,00;11;
4278;523;109;1,00;11;
4279;524;32;4,00;20;"Grandes (opcional)"
4280;524;107;4,00;20;"Opcional"
4281;524;98;4,00;7;
4282;524;61;1,00;7;"En rodajas"
4283;524;3;2,00;6;
4284;524;113;0,50;6;
4285;524;107;1,00;1;"Picado"
4286;524;162;0,50;6;
4287;524;10;2,00;7;
4288;524;214;1,00;16;
4289;525;110;2,00;7;"Grandes, peladas"
4290;525;25;4,00;10;"Picado fino"
4291;525;408;1,00;2;"De alcohol"
4292;525;4;0,30;6;
4293;525;1;1,00;11;
4294;525;109;1,00;11;
4295;526;112;500,00;3;"La carne, sin piel, picada."
4296;526;117;2,00;2;"Barbacoa"
4297;526;38;1,00;2;
4298;526;113;0,25;6;
4299;526;10;1,00;7;"Batido ligeramente"
4300;526;17;0,50;6;
4301;526;57;2,00;2;
4302;527;110;2,00;7;"Grandes, peladas, ralladas"
4303;527;99;1,00;7;"Mediana, pelada, rallada"
4304;527;11;1,00;8;"Para untar"
4305;527;1;1,00;11;
4306;527;109;1,00;11;
4307;528;11;75,00;3;"A temperatura ambiente"
4308;528;107;1,00;2;"Picado fino"
4309;528;28;1,00;2;"Exprimido"
4310;528;2;1,00;11;
4311;528;1;1,00;11;
4312;529;271;4,00;7;"Tiernos"
4313;529;12;2,00;6;
4314;529;21;1,50;6;
4315;529;1;1,00;11;
4316;529;11;1,00;11;
4317;529;109;1,00;11;
4318;530;89;16,00;18;
4319;530;29;100,00;3;
4320;530;230;6,00;6;"Caliente"
4321;530;10;4,00;7;
4322;530;11;50,00;3;"A temp. Ambiente"
4323;530;109;1,00;11;
4324;531;28;6,00;7;"Exprimidos"
4325;531;105;2,00;16;
4326;531;11;100,00;3;
4327;531;10;6,00;7;
4328;531;18;100,00;3;
4329;531;80;24,00;7;
4330;532;10;3,00;7;
4331;532;14;3,00;7;
4332;532;94;0,50;16;"Seco"
4333;532;18;6,00;2;
4334;533;35;200,00;3;"Espesa"
4335;533;363;150,00;3;
4336;533;287;100,00;3;"Rallado grueso"
4337;533;92;1,00;1;"Disuelto en 2 de agua"
4338;533;21;3,00;2;
4340;533;448;0,50;12;"Crema de cacao"
4341;533;171;50,00;3;"Remojadas en agua, oporto o cognac"
4342;533;191;1,00;6;"Peladas y picadas"
4343;533;164;2,00;2;
4344;534;110;8,00;7;"Cocidas, en puré"
4345;534;162;1,00;6;
4346;534;21;0,50;6;
4347;534;11;1,00;2;
4348;534;10;3,00;7;
4349;534;11;1,00;8;"Para untar el molde"
4350;534;67;1,00;5;"Molida"
4351;534;1;1,00;11;
4352;534;109;1,00;11;
4353;535;222;400,00;3;"Cocidos"
4354;535;112;1,50;6;"La carne, sin piel en trocitos diagonales. De cerdo o vacuna"
4355;535;179;2,00;6;"De carne"
4356;535;163;1,00;7;"En tiriras pequeñas"
4359;535;449;2,00;6;
4360;535;271;1,00;6;"Opcional. Pequeños en almuera. Zanahoria picada grueso"
4361;535;409;150,00;3;"Cortada en rebanadas diagonales"
4362;535;15;1,00;2;
4363;535;117;1,00;2;
4364;535;11;0,25;6;"De maní. Manteca"
4365;535;42;2,00;2;"Seco. Vino blanco seco"
4366;535;213;1,00;1;"Maíz"
4367;535;212;1,00;8;"Para ferir. De maíz"
4368;536;164;0,50;6;"Hidratado en 3 cucharadas de agua"
4369;536;153;2,00;6;"Rallada"
4370;536;100;6,00;7;"Picadas"
4371;536;70;2,00;7;"En cubitos"
4372;536;125;0,50;6;
4373;536;424;1,00;1;
4374;536;28;3,00;2;"Exprimido"
4375;536;142;0,50;1;
4376;536;1;1,00;11;
4377;537;292;100,00;3;
4378;537;11;100,00;3;
4379;537;7;100,00;3;
4380;537;230;1,00;15;
4382;537;450;1,00;2;
4383;537;94;1,00;31;"Seco"
4384;538;7;320,00;3;
4385;538;190;3,00;35;"Ralladas"
4386;538;139;1,00;1;
4387;538;11;140,00;3;"Derretida a temp. Ambiente"
4388;538;91;110,00;3;
4389;538;56;4,00;13;
4390;538;14;3,00;7;"Grandes a temp. Ambiente"
4391;538;7;1,00;8;"Para espolvorear"
4392;538;11;1,00;8;"Para untar"
4393;538;363;1,00;6;"Pastelero"
4394;538;198;250,00;3;"Rallado"
4395;539;11;1,00;4;
4396;540;112;1,30;4;"Asado"
4397;540;184;200,00;3;
4399;540;451;250,00;3;"Escurridos"
4400;540;449;200,00;3;
4401;540;54;200,00;3;
4402;540;320;1,00;2;
4403;540;28;1,00;2;"Exprimido"
4404;540;117;1,00;2;
4405;540;262;1,00;5;"Molido (opcional)"
4406;540;48;1,00;5;"En polvo"
4407;540;264;1,00;11;
4408;540;71;1,00;1;
4409;540;1;1,00;11;
4410;541;412;10,00;7;"Parejos"
4411;541;4;1,00;6;
4412;542;61;1,00;4;"Maduros, pelados, sin semillas"
4413;542;18;1,00;4;
4414;542;28;2,00;7;"Exprimido y colado y la cáscara en tiras finas"
4416;542;273;1,50;1;"Semillas trituradas (opcional)"
4417;543;66;8,00;7;"Escurridas, en mitades. 4 cuch. Del almíbar caliente. O duraznos"
4418;543;426;4,00;2;"Frutillas"
4420;543;452;500,00;3;"De frutilla"
4421;543;35;100,00;3;"Chantilly"
4422;543;159;4,00;1;
4423;543;53;4,00;2;"Tostadas, picadas grueso"
4424;544;157;6,00;27;"En aceite."
4425;544;11;150,00;3;"A temp. Ambiente"
4426;544;109;1,00;11;
4427;545;105;1,00;16;
4428;545;35;0,50;6;
4429;545;70;2,00;7;"Meduanas, exprimidas. Limón"
4430;545;71;1,00;7;"Limón"
4431;545;71;2,00;2;"Para decorar. Limón"
4432;545;70;4,00;18;"Para decorar. Limón"
4433;545;80;4,00;7;"Para decorar"
4434;546;138;12,00;18;
4435;546;214;285,00;3;"En conserva"
4436;546;125;1,00;2;
4437;546;321;1,00;1;"En polvo (opcional)"
4438;546;124;8,00;7;
4439;546;32;4,00;20;"P/ensalada. Cortada en tiras"
4440;546;61;1,00;7;"P/ensalada. Cortado en rodajas finas"
4441;546;50;1,00;7;"P/ensalada. Cortado en rodajas finas"
4442;547;34;2,00;6;
4443;547;17;0,25;6;"Maní picado"
4444;547;164;0,25;6;
4445;547;171;0,25;6;"Sin semillas, picadas fino. Ciruelas secas"
4447;547;453;0,25;6;"Pidados fino. Damascos secos."
4448;547;38;3,00;2;
4449;548;26;1,00;1;"Dulce"
4450;548;25;1,00;10;"Machacado"
4451;548;107;0,50;2;"Fresco y picado"
4452;548;224;1,00;2;"Fresco y picado"
4453;548;204;2,00;2;"Picado. Verdeo"
4454;548;77;2,00;2;
4455;548;35;0,50;6;
4456;549;61;2,00;6;"Picados fino"
4457;549;99;1,00;7;"Picada fino"
4458;549;113;2,00;6;
4459;549;1;1,00;11;
4460;549;18;0,50;1;
4461;549;2;1,00;11;
4462;551;13;6,00;7;"A temp. Ambiente"
4463;551;18;300,00;3;
4464;552;110;1,00;4;"Hervidas, calientes. En puré."
4465;552;11;1,00;2;
4466;552;7;300,00;3;
4467;552;67;0,30;1;
4468;552;109;1,00;11;
4469;552;7;1,00;8;"Para espolvorear"
4470;552;1;1,00;11;
4471;552;116;300,00;3;"En un trozo. Para el relleno"
4472;552;63;300,00;3;"Picada. Para el relleno"
4473;552;107;2,00;2;"Para el relleno"
4474;553;141;1,00;7;"Grandes o el doble, chicas"
4475;553;25;1,00;10;"En trozos"
4476;553;99;0,50;7;"En trozos"
4477;553;28;0,50;7;"Exprimido, chico"
4478;553;142;1,00;1;
4479;553;1;1,00;11;
4480;553;109;1,00;11;
4481;553;107;4,00;25;"Decoración"
4482;553;28;4,00;18;"Decoración. Finas"
4483;554;130;500,00;3;"Sin el cabito"
4484;554;91;3,00;2;
4485;554;70;2,00;7;"Exprimidas"
4486;554;241;0,50;4;
4487;554;68;0,50;4;
4488;554;159;1,00;24;
4489;554;323;250,00;3;
4490;554;190;3,00;35;"Rallado"
4491;555;11;125,00;3;"Ablandada a temp. ambiente. Margarina"
4492;555;171;100,00;3;
4493;555;18;125,00;3;
4494;555;10;3,00;7;
4495;555;20;0,75;6;"Cognac"
4496;555;11;1,00;8;"Para untar"
4497;556;72;150,00;3;"Cortado en trozos"
4498;556;74;7,00;3;
4499;556;10;3,00;7;
4500;556;91;1,00;2;
4501;556;35;250,00;3;
4502;556;1;1,00;5;
4503;557;38;0,50;6;
4504;557;79;0,50;6;
4505;557;11;0,50;6;
4506;557;56;1,00;11;
4507;557;43;1,00;1;
4508;557;191;0,50;6;"Picadas fino"
4509;557;7;2,00;6;
4510;557;11;1,00;8;"Para untar la placa"
4511;558;130;500,00;3;
4512;558;18;5,00;2;
4513;558;254;2,00;31;"Frutado, liviano"
4514;558;78;4,00;25;"Para decorar"
4515;559;130;250,00;3;"En mitades"
4516;559;35;300,00;3;"Espesa"
4517;559;363;3,00;2;"Pastelero"
4519;559;454;250,00;3;"Picada"
4520;559;191;3,00;7;"En mitades"
4521;559;80;6,00;7;
4522;560;14;5,00;7;
4523;560;18;0,50;6;
4524;560;40;0,66;6;
4525;560;35;0,66;6;"Batida firme"
4526;560;345;1,00;4;"Frutillas"
4527;560;281;20,00;30;
4528;561;345;500,00;3;"Frutillas"
4529;561;91;100,00;3;
4530;561;28;1,00;7;"Exprimido"
4531;561;38;1,00;2;"Caliente, derretida"
4532;561;347;1,00;2;"O frutillas"
4533;562;70;200,00;3;"Pomelo"
4534;562;130;200,00;3;"Ananá"
4535;562;315;200,00;3;"Pera"
4536;562;254;2,00;6;
4537;562;12;0,50;6;
4538;562;78;5,00;20;"Picadas"
4539;562;56;3,00;13;
4540;562;18;1,00;2;
4541;562;75;1,00;1;
4542;562;78;8,00;20;"Decoración"
4543;562;70;1,00;7;"Decoración. En tiritas"
4544;563;18;3,00;2;"Para el caramelo"
4545;563;21;750,00;9;
4546;563;10;7,00;7;"Si son pequeños 1 más"
4547;563;18;150,00;3;
4548;563;56;1,00;1;"Opcional"
4549;564;49;1,00;20;
4550;564;455;50,00;3;
4551;564;32;50,00;3;
4553;564;456;50,00;3;
4554;564;185;2,00;7;"Grandes"
4555;564;28;2,00;7;
4556;564;440;100,00;3;
4557;564;50;2,00;7;
4558;564;107;1,00;11;
4559;564;165;0,50;7;"Cocido"
4561;564;457;30,00;22;
4562;564;101;1,00;8;
4563;564;183;2,00;7;"Tubos y tentáculos"
4564;564;51;1,00;8;
4565;565;458;1,00;19;"Vegetales y pastas "
4566;565;99;1,00;7;"Vegetales y pastas"
4567;565;169;1,00;7;"Vegetales y pastas"
4568;565;459;200,00;3;"Vegetales y pastas"
4569;565;460;200,00;3;"Vegetales y pastas"
4570;565;461;100,00;3;"Vegetales y pastas"
4571;565;462;4,00;7;"Vegetales y pastas"
4572;565;436;200,00;3;"Vegetales y pastas"
4573;565;328;200,00;3;"Carnes y pescado"
4574;565;258;200,00;3;"Mero.Carnes y pescado"
4575;565;185;200,00;3;"Carnes y pescado"
4576;565;97;200,00;3;"Carnes y pescado"
4577;565;183;2,00;7;"Los tentáculos, cocidos.Carnes y pescado"
4578;565;165;2,00;7;"Los tentáculos, cocidos.Carnes y pescado"
4581;565;463;4,00;7;"Carnes y pescado"
4582;565;169;1,00;7;"Para la salsa"
4583;565;48;20,00;3;"Para la salsa"
4584;565;251;1,00;7;"Para la salsa"
4585;565;117;200,00;22;"Para la salsa"
4587;566;464;0,50;16;"Bien escurida"
4588;566;344;0,50;16;"Bien escurrido, en trocitos"
4589;566;315;0,00;16;"Bien escurrido, en trocitos"
4590;566;35;150,00;3;
4591;566;105;150,00;3;
4592;566;54;100,00;3;
4593;566;191;4,00;2;"Picadas"
4594;567;425;4,00;7;"Firmes"
4595;567;38;125,00;3;
4596;567;28;0,50;7;"Exprimido + 1 cucharada de cáscara"
4598;567;42;140,00;9;
4599;567;207;2,00;7;
4600;567;180;1,00;5;
4601;568;305;1,00;4;
4602;568;1;1,00;11;
4603;568;11;60,00;3;
4604;568;109;1,00;11;
4605;568;29;60,00;3;"Rallado. Provolone"
4606;569;222;300,00;3;
4607;569;147;80,00;3;"Tipo Serrano. En tiras finas"
4608;569;99;1,00;7;"En tiras finas"
4609;569;163;1,00;2;"Picado fino"
4610;569;4;3,00;2;
4611;569;1;1,00;11;
4612;569;109;1,00;11;
4613;570;110;14,00;7;"Pequeñas, peladas, en mitadas a lo largo"
4614;570;4;2,00;2;
4615;570;220;0,50;1;"Rojos, secos, molidos. Ají molido"
4616;570;170;0,50;1;"Semillas, molidas"
4617;570;294;0,50;1;"Semillas, molidas (opcional). Mostaza"
4618;570;273;0,50;1;"Semillas, molidas(opcional)"
4619;570;99;1,00;1;"En rodajas finas"
4620;570;1;1,00;2;
4621;570;220;4,00;7;"Rojos, frescos, picados. Morrones rojos grandes"
4622;570;262;1,00;2;"Picado. Perejil fresco"
4623;571;112;1,00;7;"Mediano"
4624;571;151;3,00;25;
4625;571;115;3,00;7;
4626;571;133;100,00;3;
4627;571;11;2,00;2;
4628;571;109;0,50;1;"Opcional"
4629;571;14;2,00;7;
4630;571;1;1,00;11;
4631;572;70;4,00;7;"Peladas"
4633;572;465;2,00;7;"Pelados"
4634;572;18;8,00;2;
4635;572;466;2,00;24;"Vino Moscatel u otro dulce"
4636;572;164;6,00;2;
4637;572;70;1,00;7;"Exprimida"
4638;573;333;1,50;4;"Entero"
4639;573;25;3,00;10;"Pelados"
4640;573;4;1,00;2;
4641;573;196;1,00;24;
4642;573;230;1,00;6;"Verduras"
4643;573;224;1,00;2;"Fresco o seco"
4644;573;62;1,00;1;
4645;573;1;1,00;11;
4646;573;109;1,00;11;
4647;574;223;12,00;7;
4648;574;148;300,00;3;"Rallado"
4649;574;425;1,00;7;"Pelada"
4650;574;366;150,00;3;
4651;574;191;40,00;3;"Picadas"
4652;574;10;1,00;7;"Ligeramente batido"
4653;574;21;2,00;2;
4654;574;109;1,00;11;
4655;574;170;1,00;5;
4656;575;223;24,00;7;"De hojaldre p/copetín"
4657;575;16;500,00;3;"Picadas grueso"
4658;575;37;1,00;2;
4659;575;18;4,00;2;
4660;575;43;1,00;1;
4661;575;67;1,00;5;
4662;575;207;1,00;5;"En polvo"
4663;575;10;1,00;7;"Batido"
4664;576;223;12,00;7;
4666;576;467;200,00;3;"Mantecoso"
4667;576;162;1,00;2;
4668;576;7;1,00;2;
4669;576;10;2,00;7;
4670;576;94;4,00;2;
4671;576;70;1,00;2;"Opcional"
4672;576;109;0,50;1;
4673;576;67;0,50;1;
4674;576;3;1,00;2;"Manteca"
4675;576;1;1,00;11;
4676;576;18;2,00;2;
4677;577;11;50,00;3;
4678;577;99;200,00;3;"En tiritas finas"
4679;577;362;100,00;3;"En cubitos. Mantecoso"
4680;577;10;2,00;7;"Batidos"
4681;577;107;1,50;2;"Picado"
4682;577;170;0,50;1;
4683;577;1;1,00;11;"Con moderación"
4684;577;109;1,00;11;
4685;579;223;18,00;7;"Prefer. De hojaldre"
4686;579;353;1,00;4;"Cocida. Espinaca"
4687;579;10;1,00;7;"Duro"
4688;579;10;1,00;7;"Batido"
4689;579;99;1,00;7;"Picada fino"
4690;579;4;2,00;2;
4691;579;160;200,00;3;
4692;579;109;1,00;11;
4693;579;67;1,00;11;
4694;579;3;1,00;2;
4696;580;7;400,00;3;
4697;580;55;20,00;3;
4698;580;3;4,00;2;
4699;580;1;1,00;1;
4700;580;12;0,50;6;"Tibia"
4701;580;356;1,00;6;
4703;580;468;100,00;3;"En fetas finas. Opcional. Jamón Cocido"
4704;580;133;100,00;3;"En láminas finas"
4705;580;84;0,30;6;"Picada"
4706;580;63;1,50;6;"En dados"
4707;580;162;0,25;6;
4708;580;21;0,50;6;
4709;580;7;1,50;2;
4710;581;112;150,00;3;"Crudo y picado"
4711;581;184;2,00;2;"En conserva"
4712;581;3;1,00;2;
4713;581;99;1,00;7;"Picada fino"
4714;581;25;1,00;10;"Picado fino"
4715;581;321;1,00;1;
4716;581;262;2,00;1;
4717;581;223;8,00;7;
4718;581;10;1,00;7;"Batido ligeramente"
4719;582;227;750,00;3;"Picada a cuchillo"
4720;582;61;1,00;7;"Grande, sin piel"
4721;582;163;1,00;7;
4722;582;10;3,00;7;"Duros"
4723;582;201;18,00;7;
4724;582;58;2,00;2;"Grasa de cerdo"
4725;582;109;1,00;5;
4726;582;1;1,00;11;
4727;582;145;1,00;2;
4728;582;171;0,30;6;"Sin semillas"
4729;583;222;600,00;3;
4730;583;4;2,00;2;
4731;583;61;1,00;4;
4732;583;25;1,00;10;"En láminas finas"
4733;583;107;4,00;2;"Picado"
4734;583;1;1,00;11;
4735;583;2;1,00;11;
4736;583;18;1,00;5;
4737;583;157;4,00;27;"ara la manteca de anchoas"
4738;583;11;100,00;3;"ara la manteca de anchoas"
4739;584;70;6,00;7;"Medianas, dulces"
4740;584;18;100,00;3;
4741;584;235;6,00;25;"Fresco"
4742;584;12;150,00;9;
4744;585;469;1,00;7;
4745;585;11;1,00;1;
4746;585;7;1,00;2;
4747;585;16;1,00;4;"Relleno"
4748;585;11;100,00;3;"Bien fría. Para cobertura"
4749;585;7;100,00;3;"Para cobertura"
4750;585;18;200,00;3;"Para cobertura"
4751;585;56;1,00;1;
4752;585;71;0,50;1;"Limón"
4753;586;212;2,00;2;
4754;586;166;2,00;20;
4755;586;43;1,00;25;"5 cm."
4756;586;404;4,00;25;"Vainas"
4757;586;99;1,00;7;"Grande, picado fino"
4758;586;133;175,00;3;"En láminas finas"
4759;586;316;325,00;3;"Lavado hasta que el agua salga limpia"
4760;586;1;1,00;1;
4761;586;12;825,00;9;
4762;587;7;500,00;3;
4763;587;18;175,00;3;
4764;587;11;250,00;3;
4765;587;10;3,00;7;
4766;587;14;1,00;7;
4767;587;91;80,00;3;
4768;587;28;2,50;7;
4769;587;70;0,50;7;
4770;587;35;200,00;3;
4771;588;381;2,50;6;
4772;588;18;1,00;1;
4773;588;55;7,00;3;"A temp. Ambiente"
4774;588;1;1,00;1;
4775;588;12;300,00;9;"Tibia"
4776;588;108;0,50;1;
4777;588;360;0,30;6;
4778;588;4;1,00;2;"De maíz"
4779;588;10;1,00;7;"Ligeramente batida"
4780;588;17;2,00;2;
4781;588;11;1,00;28;
4782;588;381;1,00;8;"Para espolvorear"
4783;590;53;150,00;3;"Pekadas"
4784;590;9;500,00;3;
4785;590;286;1,50;1;
4786;590;18;400,00;3;"100 para el relleno"
4787;590;1;1,00;5;
4788;590;11;300,00;3;"Bien fría, en trocitos"
4789;590;43;1,00;8;"Para espolvorear (opcional)"
4790;590;16;1,00;4;"Peladas, en cubos grandes. Relleno"
4791;590;11;50,00;3;"Relleno"
4792;590;239;100,00;3;"Relleno. De damascos"
4793;590;15;1,00;1;"Relleno"
4794;590;28;1,00;7;"Exprimido. Relleno"
4795;590;22;2,00;2;
4796;591;201;3,00;4;
4797;591;101;500,00;3;
4798;591;166;1,00;20;
4799;591;25;1,00;10;"Algo machacado"
4800;591;372;1,00;1;"Las semillas"
4801;591;4;1,00;8;"Para cubrir"
4802;592;54;250,00;3;
4803;592;18;100,00;3;
4804;592;10;3,00;7;
4805;592;28;1,00;7;"Pequeño, exprimido."
4806;592;22;0,50;1;
4808;592;364;4,00;7;"O de chocolate"
4809;593;342;4,00;7;"Grandes, firmes"
4810;593;207;4,00;7;
4811;593;254;1,00;31;"Ron"
4812;593;91;1,00;6;
4813;593;11;2,00;2;
4814;593;43;0,50;1;
4815;594;183;700,00;3;"Pequeños"
4816;594;4;5,00;2;
4817;594;94;4,00;2;"Seco"
4818;594;25;3,00;10;"Picado"
4819;594;107;3,00;2;"Picado"
4820;594;28;1,00;7;"Exprimido"
4821;594;108;2,00;1;"Dulce"
4822;594;2;0,50;1;
4823;594;1;1,00;11;
4824;595;105;1,00;16;
4825;595;69;1,00;2;
4826;595;88;0,30;12;"Bien concentrado"
4827;595;11;1,50;2;
4828;595;164;0,75;6;
4829;596;57;2,00;2;
4830;596;27;1,00;4;
4831;596;99;2,00;7;"Medianas. Picadas fino"
4832;596;190;130,00;3;"Picado"
4833;596;219;2,00;6;
4834;596;230;0,50;15;
4835;596;170;0,25;1;
4836;596;109;0,30;1;
4837;596;1;1,00;11;
4838;597;10;5,00;7;
4839;597;18;125,00;3;
4840;597;7;125,00;3;
4841;597;22;1,00;2;
4842;597;1;1,00;5;
4843;597;11;1,00;8;"Para engrasar"
4844;597;7;1,00;8;"Para espolvorear. Azúcar impalpable"
4845;598;227;600,00;3;"Bola de lomo/lomo"
4846;598;57;4,00;2;
4847;598;61;2,00;7;"Maduros, en cubitos"
4848;598;230;600,00;9;"Bien concentrado"
4849;598;11;3,00;2;
4850;598;229;1,00;2;
4851;598;35;100,00;3;
4852;598;25;2,00;10;"Picado fino"
4853;598;99;200,00;3;"Picada fino"
4854;598;133;200,00;3;"En consefva, en rodajas"
4855;598;1;1,00;11;
4856;598;109;1,00;11;
4857;598;18;1,00;5;
4859;599;470;1,50;4;
4860;599;153;4,00;7;"Medianas"
4861;599;255;250,00;3;"Sin cortar"
4862;599;124;6,00;7;
4863;599;7;3,00;2;
4864;599;99;1,00;7;"Mediana"
4865;599;151;1,00;25;
4866;599;25;2,00;10;
4867;599;163;0,50;7;
4868;599;107;0,50;6;"Con cabos"
4869;599;254;1,00;31;
4870;599;45;3,00;2;
4871;599;35;3,00;2;
4872;599;292;3,00;2;"Manteca"
4873;599;28;1,00;8;
4874;599;12;1,00;8;"Caliente"
4875;599;230;1,00;30;
4876;599;109;1,00;1;
4877;599;1;1,00;11;
4878;600;68;8,00;23;
4879;600;21;0,75;15;
4880;600;18;4,00;2;
4881;600;56;1,00;1;
4882;600;287;6,00;1;
4883;600;403;12,00;7;"Para decoración"
4884;601;44;2,00;6;"Doble carolina 0000"
4885;601;45;6,00;2;
4886;601;18;5,00;2;
4887;601;457;1,00;5;
4888;601;1;3,00;1;
4889;602;203;500,00;3;"En rebanadas finas"
4890;602;42;1,00;2;"Vino blanco seco"
4891;602;48;2,00;2;"Fresco, rallado"
4892;602;117;1,00;2;
4893;602;179;1,00;6;"De carne"
4894;602;3;1,00;2;
4896;602;471;500,00;3;"En ramitos. Coliflor"
4897;602;15;2,00;2;"Harina de trigo"
4898;602;26;2,00;1;
4899;602;150;2,00;1;
4900;603;18;2,00;6;
4901;603;12;2,00;15;
4902;603;130;1,00;4;
4903;603;28;1,00;7;"Exprimido"
4904;603;35;360,00;3;
4905;604;363;500,00;3;
4906;604;21;0,50;15;"( usar el mismo pote del dulce para medir)"
4907;604;35;360,00;3;
4908;605;130;0,50;4;"Cortaditas"
4909;605;28;2,00;1;"Exprimido"
4910;605;13;1,00;7;
4911;605;18;1,00;6;
4912;605;35;360,00;3;
4913;606;14;3,00;7;"Grandes o 4 pequeñas"
4914;606;28;2,00;2;"Exprimido, colado"
4915;606;22;0,50;2;
4916;606;18;4,50;2;
4917;606;94;2,00;2;"Dulce"
4918;606;35;200,00;3;"Espesa"
4919;606;18;2,00;2;
4920;607;322;300,00;3;
4921;607;11;150,00;3;
4922;607;105;1,00;16;
4923;607;160;400,00;3;
4924;607;10;2,00;7;
4925;607;11;1,00;8;"Para untar"
4926;607;1;1,00;5;
4927;607;91;1,00;8;"Para espolvorear"
4928;609;113;30,00;3;
4929;609;29;30,00;3;"Rallado"
4930;609;11;50,00;3;
4931;609;61;4,00;7;"Pelados, en cubos"
4932;609;84;6,00;20;"Picada"
4933;609;201;200,00;3;"Con carozo"
4934;609;1;1,00;11;
4935;609;109;1,00;11;
4936;610;230;1,00;6;
4937;610;4;1,00;2;
4938;610;1;1,00;1;
4939;610;2;0,50;1;
4940;610;360;2,00;2;
4941;610;253;1,50;4;
4943;611;141;1,00;7;"Grande"
4944;611;35;1,00;6;
4945;611;10;4,00;7;
4946;611;18;0,50;6;
4947;611;70;0,50;6;"Exprimida"
4948;611;11;1,00;8;"Para untar el molde"
4949;611;345;1,00;6;"Opcional"
4950;611;28;1,00;2;"Opcional"
4951;611;18;2,00;2;"Opcional"
4952;611;345;12,00;7;"Para decorar"
4953;611;35;0,50;6;"Para decorar. Batida firme"
4954;611;78;6,00;25;"Para decorar. Opcional"
4955;612;7;500,00;3;
4956;612;55;10,00;3;
4957;612;3;1,00;1;
4958;612;12;275,00;9;"Tibia"
4959;612;1;1,00;1;
4960;612;83;1,00;1;
4961;612;7;1,00;8;"Para espolvorear"
4962;612;3;1,00;8;"Para la placa"
4963;614;202;1,00;4;"En 8 rodajas"
4964;614;255;100,00;3;"En tiritas"
4965;614;133;200,00;3;"En conserva"
4966;614;235;1,00;1;
4967;614;11;50,00;3;
4968;614;117;1,00;2;
4969;614;103;2,00;2;
4970;614;1;1,00;11;
4971;614;109;1,00;11;
4972;614;167;8,00;7;"Decoración"
4973;614;107;4,00;25;
4974;615;25;3,00;10;"Picado fino"
4975;615;45;0,50;6;
4976;615;7;1,00;6;
4978;615;472;0,50;4;
4979;615;10;2,00;7;"Duros"
4980;615;107;0,50;2;"Picado"
4981;615;3;1,00;8;"Para freir"
4982;616;112;1,20;4;"En presas"
4983;616;163;600,00;3;
4984;616;99;200,00;3;
4985;616;61;200,00;3;"Frescos pelados o en conserva"
4986;616;144;100,00;3;
4987;616;4;6,00;2;
4988;616;25;2,00;10;
4989;616;254;125,00;9;
4990;616;268;3,00;25;"Fresco. Seco, 1 cucharadita."
4991;616;1;1,00;11;
4992;616;109;1,00;11;
4994;617;473;1,00;7;
4995;617;10;4,00;7;
4996;617;107;4,00;2;"Picado"
4997;617;25;2,00;10;"Picado"
4998;617;28;3,00;7;"Exprimido"
4999;617;5;3,00;2;
5000;617;162;5,00;2;
5002;617;474;2,00;6;"Opcional"
5003;618;254;1,00;15;
5004;618;70;2,00;7;"Exprimidas"
5005;618;132;50,00;9;
5006;618;20;50,00;9;
5007;619;40;1,00;15;"Demi-sec"
5008;619;35;500,00;3;
5009;619;18;4,00;2;
5010;619;56;3,00;13;
5011;619;28;1,00;7;"Exprimido"
5012;620;40;2,00;15;"Dulce o brut"
5013;620;315;6,00;7;"Pelados, cortados en cuartos"
5014;620;18;60,00;3;
5015;621;363;250,00;3;
5016;621;35;250,00;3;
5017;621;13;3,00;7;"A temperatura ambiente"
5018;621;1;1,00;5;
5019;621;191;2,00;2;"Picadas grueso. Opcional"
5020;622;40;0,50;31;"Bien fría"
5021;622;70;0,50;31;"Exprimida. Bien fría"
5022;623;44;2,00;6;
5023;623;25;3,00;10;
5024;623;61;3,00;7;"Maduros"
5025;623;4;0,50;31;
5026;623;112;1,00;7;"Trozado"
5027;623;173;150,00;3;"Cocidos"
5028;623;185;6,00;7;
5029;623;183;150,00;3;"En rodajas"
5030;623;182;250,00;3;
5031;623;419;250,00;3;
5032;623;180;1,00;5;
5033;623;1;1,00;11;
5034;623;109;1,00;11;
5035;624;203;1,50;4;"Cortados finos"
5036;624;99;2,00;7;
5037;624;3;1,00;6;
5038;624;186;2,00;16;
5039;624;163;1,00;7;
5040;624;152;1,00;7;
5041;624;153;2,00;7;"Ralladas"
5042;624;25;1,00;7;
5043;624;107;1,00;25;
5044;624;1;1,00;11;
5045;624;109;1,00;11;
5046;624;5;1,00;11;
5047;624;231;2,00;15;
5048;624;110;1,00;4;"En cubitos"
5049;625;174;1,00;4;
5050;625;99;2,00;7;
5051;625;61;3,00;7;"En rodajas"
5052;625;153;4,00;7;
5053;625;163;1,00;7;"En tiritas"
5054;625;107;1,00;2;"Picado"
5055;625;25;1,00;10;
5056;625;166;1,00;20;
5057;625;154;1,00;7;
5058;625;173;1,00;6;"De manteca, remojados."
5059;625;434;1,00;6;"Remojados"
